# s_m, x_opt_m, y_opt_m, d_opt_m, x_left_m, y_left_m, d_left_m, x_right_m, y_right_m, d_right_m, v_opt_mps, v_left_mps, v_right_mps, kappa_opt_radpm, kappa_left_radpm, kappa_right_radpm, psi_opt_rad, psi_left_rad, psi_right_rad, ax_opt_mps2, ax_left_mps2, ax_right_mps2
35.085277,-1.341193,-1.191420,0.000000,-1.223075,-1.472435,0.304827,-1.655930,-0.570972,-0.693715,5.371566,5.548302,6.202711,-0.132923,-0.151060,-0.122031,0.393656,0.435052,0.422357,-3.193223,-1.972343,-1.325629
35.185235,-1.248622,-1.153712,0.000000,-1.139408,-1.432998,0.299873,-1.559087,-0.525325,-0.698707,5.311812,5.515323,6.179788,-0.144290,-0.162106,-0.128899,0.379802,0.420549,0.407260,-2.953795,-1.669057,-1.047381
35.285194,-1.155516,-1.117342,0.000000,-1.055671,-1.395064,0.295068,-1.461070,-0.480924,-0.703549,5.255933,5.487433,6.161524,-0.155872,-0.172697,-0.135387,0.364804,0.404929,0.391006,-2.715056,-1.377569,-0.778561
35.385152,-1.061853,-1.082427,0.000000,-0.971840,-1.358717,0.290418,-1.361826,-0.437896,-0.708232,5.204042,5.464447,6.147840,-0.167670,-0.182770,-0.141478,0.348634,0.388181,0.373579,-2.481696,-1.097714,-0.517549
35.485110,-0.967628,-1.049090,0.000000,-0.887916,-1.324047,0.285933,-1.261319,-0.396378,-0.712746,5.156153,5.446175,6.138679,-0.179476,-0.192268,-0.147164,0.331285,0.370273,0.354973,-2.224031,-0.830715,-0.263760
35.585068,-0.872797,-1.017443,0.000000,-0.803916,-1.291154,0.281627,-1.159545,-0.356526,-0.717079,5.112856,5.432398,6.133981,-0.192136,-0.201125,-0.152429,0.312712,0.351183,0.335178,-1.959351,-0.574817,-0.084343
35.685026,-0.777394,-0.987628,0.000000,-0.719815,-1.260114,0.277507,-1.056417,-0.318468,-0.721221,5.074406,5.422904,6.132469,-0.205017,-0.209300,-0.157260,0.292865,0.330902,0.314200,-1.678825,-0.332239,-0.084327
35.784984,-0.681400,-0.959775,0.000000,-0.635683,-1.231046,0.273589,-0.951961,-0.282380,-0.725157,5.041227,5.417448,6.130949,-0.218296,-0.216743,-0.161643,0.271716,0.309403,0.292055,-1.381673,-0.102786,-0.084285
35.884942,-0.584817,-0.934022,0.000000,-0.467332,-1.179171,0.266552,-0.738947,-0.216765,-0.733113,5.013756,5.414718,6.127885,-0.231868,-0.229348,-0.168980,0.249217,0.262709,0.244971,-1.070148,-0.064906,-0.084252
35.984900,-0.487675,-0.910517,0.000000,-0.383186,-1.156554,0.263165,-0.630430,-0.187601,-0.736535,4.992375,5.413674,6.126340,-0.245372,-0.234541,-0.171956,0.225366,0.237367,0.220291,-0.647449,-0.064801,-0.084190
36.084858,-0.389954,-0.889399,0.000000,-0.299097,-1.136271,0.260003,-0.520508,-0.161091,-0.739727,4.979395,5.412638,6.124786,-0.261810,-0.238995,-0.174485,0.200019,0.210785,0.194993,-0.178618,-0.064788,-0.084172
36.184816,-0.291737,-0.870850,0.000000,-0.215204,-1.118442,0.257071,-0.409236,-0.137447,-0.742681,4.975808,5.411611,6.123222,-0.278850,-0.242707,-0.176576,0.173003,0.183126,0.169173,-0.055207,-0.064800,-0.084088
36.284774,-0.193035,-0.855044,0.000000,-0.131534,-1.103157,0.254379,-0.296621,-0.116878,-0.745390,4.974699,5.410593,6.121650,-0.292314,-0.245675,-0.178229,0.144355,0.154574,0.142929,-0.055183,-0.064751,-0.084016
36.384732,-0.093910,-0.842127,0.000000,-0.048093,-1.090495,0.251980,-0.182776,-0.099606,-0.747812,4.973590,5.409583,6.120070,-0.301770,-0.247902,-0.179455,0.114662,0.125302,0.116358,-5.148339,-1.242643,-0.561771
